Uniprot_AC,AFDB_Status,AFDB_pLDDT
A0A7C0YB10,Found (pLDDT missing),
A0A7C0U9D0,Found (pLDDT missing),
A0A7C0U996,Found (pLDDT missing),
A0A7C0U8U8,Found (pLDDT missing),
A0A497PAK3,Found (pLDDT missing),
A0A497QBT3,Found (pLDDT missing),
A0A497QCI1,Found (pLDDT missing),
A0A7C0YBW0,Found (pLDDT missing),
A0A7C0YBV7,Found (pLDDT missing),
A0A7C0YDZ4,Found (pLDDT missing),
A0A7C0YG89,Found (pLDDT missing),
A0A7C0YGA8,Found (pLDDT missing),
A0A7C0U9D9,Found (pLDDT missing),
A0A7C0U911,Found (pLDDT missing),
A0A497Q955,Found (pLDDT missing),
A0A7C0U903,Found (pLDDT missing),
A0A7C0YAM0,Found (pLDDT missing),
A0A7C0YBH4,Found (pLDDT missing),
A0A497QGY4,Found (pLDDT missing),
A0A497QBL9,Found (pLDDT missing),
A0A7C0YB21,Found (pLDDT missing),
A0A7C0U9D6,Found (pLDDT missing),
A0A497QIV0,Found (pLDDT missing),
A0A497P7K6,Found (pLDDT missing),
A0A7C0U9R2,Found (pLDDT missing),
A0A7C0Y8B5,Found (pLDDT missing),
A0A497PI59,Found (pLDDT missing),
A0A497QDU3,Found (pLDDT missing),
A0A497PJZ1,Found (pLDDT missing),
A0A497PII2,Found (pLDDT missing),
A0A7C0U9F2,Found (pLDDT missing),
A0A7C0U920,Found (pLDDT missing),
A0A7C0U9K6,Found (pLDDT missing),
A0A497QC50,Found (pLDDT missing),
A0A7C0YBI1,Found (pLDDT missing),
A0A7C0U8X1,Found (pLDDT missing),
A0A7C0U910,Found (pLDDT missing),
A0A7C0YB28,Found (pLDDT missing),
A0A7C0U9E6,Found (pLDDT missing),
A0A7C0U8W6,Found (pLDDT missing),
A0A7C0U9S5,Found (pLDDT missing),
A0A7C0Y9D1,Found (pLDDT missing),
A0A7C0Y8C5,Found (pLDDT missing),
A0A497PFC8,Found (pLDDT missing),
A0A7C0YBX7,Found (pLDDT missing),
A0A7C0YE22,Found (pLDDT missing),
A0A7C0YGB0,Found (pLDDT missing),
A0A7C0YGC9,Found (pLDDT missing),
A0A7C0U9G2,Found (pLDDT missing),
A0A7C0U930,Found (pLDDT missing),
A0A7C0U9L7,Found (pLDDT missing),
A0A497QC91,Found (pLDDT missing),
A0A7C0YAN9,Found (pLDDT missing),
A0A7C0U8Y5,Found (pLDDT missing),
A0A7C0U918,Found (pLDDT missing),
A0A7C0YB35,Found (pLDDT missing),
A0A7C0U9F4,Found (pLDDT missing),
A0A497PGK6,Found (pLDDT missing),
A0A7C0U8X8,Found (pLDDT missing),
A0A7C0U9T6,Found (pLDDT missing),
A0A7C0Y9E2,Found (pLDDT missing),
A0A497PKE1,Found (pLDDT missing),
A0A7C0YBY7,Found (pLDDT missing),
A0A497QHF8,Found (pLDDT missing),
A0A497PIH5,Found (pLDDT missing),
A0A7C0YGE2,Found (pLDDT missing),
A0A497QBU5,Found (pLDDT missing),
A0A7C0U9H2,Found (pLDDT missing),
A0A7C0U938,Found (pLDDT missing),
A0A497P751,Found (pLDDT missing),
A0A7C0YAP9,Found (pLDDT missing),
A0A497Q9S4,Found (pLDDT missing),
A0A7C0U8Z4,Found (pLDDT missing),
A0A7C0U927,Found (pLDDT missing),
A0A497QK91,Found (pLDDT missing),
A0A497QG14,Found (pLDDT missing),
A0A7C0U9D8,Found (pLDDT missing),
A0A497QFF4,Found (pLDDT missing),
A0A7C0U9U4,Found (pLDDT missing),
A0A7C0Y9E8,Found (pLDDT missing),
A0A7C0Y8E5,Found (pLDDT missing),
A0A7C0YC21,Found (pLDDT missing),
A0A497QC79,Found (pLDDT missing),
A0A7C0YE36,Found (pLDDT missing),
A0A7C0YGF6,Found (pLDDT missing),
A0A7C0YGE8,Found (pLDDT missing),
A0A7C0U9I3,Found (pLDDT missing),
A0A497Q9M0,Found (pLDDT missing),
A0A7C0U9P5,Found (pLDDT missing),
A0A7C0U957,Found (pLDDT missing),
A0A7C0YAR1,Found (pLDDT missing),
A0A497PEG4,Found (pLDDT missing),
A0A7C0U909,Found (pLDDT missing),
A0A497Q7T2,Found (pLDDT missing),
A0A497QDW5,Found (pLDDT missing),
A0A7C0U9E5,Found (pLDDT missing),
A0A497PGF3,Found (pLDDT missing),
A0A497PHE9,Found (pLDDT missing),
A0A7C0Y8F3,Found (pLDDT missing),
A0A7C0YC29,Found (pLDDT missing),
A0A7C0YC01,Found (pLDDT missing),
A0A7C0YE46,Found (pLDDT missing),
A0A497QD51,Found (pLDDT missing),
A0A7C0YGF7,Found (pLDDT missing),
A0A7C0U9J1,Found (pLDDT missing),
A0A7C0U959,Found (pLDDT missing),
A0A7C0U9Q4,Found (pLDDT missing),
A0A497PJR7,Found (pLDDT missing),
A0A497PGX3,Found (pLDDT missing),
A0A497PCL0,Found (pLDDT missing),
A0A497PBE1,Found (pLDDT missing),
A0A497Q9P4,Found (pLDDT missing),
A0A7C0U907,Found (pLDDT missing),
A0A7C0U9X3,Found (pLDDT missing),
A0A7C0Y9G9,Found (pLDDT missing),
A0A0F8V6L2,Found (pLDDT missing),
A0A0F8XD02,Found (pLDDT missing),
A0A0F8XV81,Found (pLDDT missing),
A0A0F8V6L9,Found (pLDDT missing),
A0A0F8V6E8,Found (pLDDT missing),
A0A0F8VVY2,Found (pLDDT missing),
A0A0F8XV86,Found (pLDDT missing),
A0A0F8V6M4,Found (pLDDT missing),
A0A0F8V6F3,Found (pLDDT missing),
A0A0F8XD11,Found (pLDDT missing),
A0A0F8VVY7,Found (pLDDT missing),
A0A0F8XV91,Found (pLDDT missing),
A0A0F8V6M8,Found (pLDDT missing),
A0A0F8VVZ2,Found (pLDDT missing),
A0A0F8XV96,Found (pLDDT missing),
A0A0F8V6N1,Found (pLDDT missing),
A0A0F8V6G4,Found (pLDDT missing),
A0A0F8XD21,Found (pLDDT missing),
A0A0F8V6N5,Found (pLDDT missing),
A0A0F8XD24,Found (pLDDT missing),
A0A0F8VW03,Found (pLDDT missing),
A0A0F8XVA7,Found (pLDDT missing),
A0A0F8V6N8,Found (pLDDT missing),
A0A0F8XD29,Found (pLDDT missing),
A0A0F8VW09,Found (pLDDT missing),
A0A0F8XVB1,Found (pLDDT missing),
A0A0F8XD34,Found (pLDDT missing),
A0A0F8VW14,Found (pLDDT missing),
A0A0F8V6I3,Found (pLDDT missing),
A0A0F8XD38,Found (pLDDT missing),
A0A0F8VW20,Found (pLDDT missing),
A0A0F8XVC3,Found (pLDDT missing),
A0A0F8V6P8,Found (pLDDT missing),
A0A0F8V6I8,Found (pLDDT missing),
A0A0F8XD41,Found (pLDDT missing),
A0A0F8VW25,Found (pLDDT missing),
A0A0F8XVC8,Found (pLDDT missing),
A0A0F8V6Q4,Found (pLDDT missing),
A0A0F8V6J4,Found (pLDDT missing),
A0A0F8V6Q8,Found (pLDDT missing),
A0A0F8V6K1,Found (pLDDT missing),
A0A0F8XD52,Found (pLDDT missing),
A0A0F8VW35,Found (pLDDT missing),
A0A0F8XVD9,Found (pLDDT missing),
A0A0F8VW42,Found (pLDDT missing),
A0A0F8XVE4,Found (pLDDT missing),
A0A0F8V6R9,Found (pLDDT missing),
A0A0F8V6L1,Found (pLDDT missing),
A0A0F8XD61,Found (pLDDT missing),
A0A0F8VW47,Found (pLDDT missing),
A0A0F8XVF0,Found (pLDDT missing),
A0A0F8V6S5,Found (pLDDT missing),
A0A0F8V6L6,Found (pLDDT missing),
A0A0F8V6T0,Found (pLDDT missing),
A0A0F8V6M1,Found (pLDDT missing),
A0A0F8VW60,Found (pLDDT missing),
A0A0F8XVG1,Found (pLDDT missing),
A0A0F8V6M6,Found (pLDDT missing),
A0A0F8VW66,Found (pLDDT missing),
A0A0F8V6U0,Found (pLDDT missing),
A0A0F8V6M9,Found (pLDDT missing),
A0A0F8XD84,Found (pLDDT missing),
A0A0F8VW71,Found (pLDDT missing),
A0A0F8XD89,Found (pLDDT missing),
A0A0F8VW76,Found (pLDDT missing),
A0A0F8XVH6,Found (pLDDT missing),
A0A0F8V6V1,Found (pLDDT missing),
A0A0F8V6N4,Found (pLDDT missing),
A0A0F8XD95,Found (pLDDT missing),
A0A0F8VW81,Found (pLDDT missing),
A0A0F8VW85,Found (pLDDT missing),
A0A0F8XVI7,Found (pLDDT missing),
A0A0F8V6P0,Found (pLDDT missing),
A0A0F8XDA7,Found (pLDDT missing),
A0A0F8VW93,Found (pLDDT missing),
A0A0F8XVJ1,Found (pLDDT missing),
A0A0F8V6W8,Found (pLDDT missing),
A0A0F8VW98,Found (pLDDT missing),
A0A0F8XVJ7,Found (pLDDT missing),
A0A0F8V6X4,Found (pLDDT missing),
A0A0F8XDB7,Found (pLDDT missing),
A0A0F8XVK2,Found (pLDDT missing),
A0A0F8V6X7,Found (pLDDT missing),
A0A0F8V6Q1,Found (pLDDT missing),
A0A0F8XDC2,Found (pLDDT missing),
A0A0F8VWA8,Found (pLDDT missing),
A0A0F8V6Y2,Found (pLDDT missing),
A0A0F8V6Q5,Found (pLDDT missing),
A0A0F8XDC7,Found (pLDDT missing),
A0A0F8XVL6,Found (pLDDT missing),
A0A0F8V6Z2,Found (pLDDT missing),
A0A0F8XDD9,Found (pLDDT missing),
A0A0F8VWC6,Found (pLDDT missing),
A0A0F8XVM3,Found (pLDDT missing),
A0A0F8VWD2,Found (pLDDT missing),
A0A0F8XVM8,Found (pLDDT missing),
A0A0F8V703,Found (pLDDT missing),
A0A0F8XDE7,Found (pLDDT missing),
A0A0F8VWD6,Found (pLDDT missing),
A0A0F8XVN3,Found (pLDDT missing),
A0A0F8V708,Found (pLDDT missing),
A0A0F8V6T1,Found (pLDDT missing),
A0A0F8XVN8,Found (pLDDT missing),
A0A0F8V714,Found (pLDDT missing),
A0A0F8V6T6,Found (pLDDT missing),
A0A0F8VWE6,Found (pLDDT missing),
A0A0F8V718,Found (pLDDT missing),
A0A0F8XVP9,Found (pLDDT missing),
A0A0F8V724,Found (pLDDT missing),
A0A0F8V6U8,Found (pLDDT missing),
A0A0F8XDG6,Found (pLDDT missing),
A0A0F8VWF7,Found (pLDDT missing),
A0A0F8XVQ3,Found (pLDDT missing),
A0A0F8XVQ7,Found (pLDDT missing),
A0A0F8V6W1,Found (pLDDT missing),
A0A0F8XDH7,Found (pLDDT missing),
A0A0F8VWH3,Found (pLDDT missing),
A0A0F8V741,Found (pLDDT missing),
A0A0F8V6W7,Found (pLDDT missing),
A0A0F8V745,Found (pLDDT missing),
A0A0F8V6X2,Found (pLDDT missing),
A0A0F8XDI6,Found (pLDDT missing),
A0A0F8VWI4,Found (pLDDT missing),
A0A0F8XVS4,Found (pLDDT missing),
A0A0F8XDJ0,Found (pLDDT missing),
A0A0F8VWI9,Found (pLDDT missing),
A0A0F8XVT0,Found (pLDDT missing),
A0A0F8V757,Found (pLDDT missing),
A0A0F8V6Y5,Found (pLDDT missing),
A0A0F8VWJ5,Found (pLDDT missing),
A0A0F8XVT5,Found (pLDDT missing),
A0A0F8V762,Found (pLDDT missing),
A0A0F8VWJ9,Found (pLDDT missing),
A0A0F8XVT9,Found (pLDDT missing),
A0A0F8V768,Found (pLDDT missing),
A0A0F8V6Z5,Found (pLDDT missing),
A0A0F8XDK5,Found (pLDDT missing),
A0A0F8VWK7,Found (pLDDT missing),
A0A0F8XVU4,Found (pLDDT missing),
A0A0F8V773,Found (pLDDT missing),
A0A0F8V700,Found (pLDDT missing),
A0A0F8XDL0,Found (pLDDT missing),
A0A0F8VWL2,Found (pLDDT missing),
A0A0F8XVU9,Found (pLDDT missing),
A0A0F8V780,Found (pLDDT missing),
A0A0F8V705,Found (pLDDT missing),
A0A0F8XDL8,Found (pLDDT missing),
A0A0F8VWL7,Found (pLDDT missing),
A0A0F8XVV5,Found (pLDDT missing),
A0A0F8V786,Found (pLDDT missing),
A0A0F8V710,Found (pLDDT missing),
A0A0F8XDM1,Found (pLDDT missing),
A0A0F8VWM1,Found (pLDDT missing),
A0A0F8XVV9,Found (pLDDT missing),
A0A0F8V791,Found (pLDDT missing),
A0A0F8V716,Found (pLDDT missing),
A0A0F8XDM2,Found (pLDDT missing),
A0A0F8VWM5,Found (pLDDT missing),
A0A0F8XVW6,Found (pLDDT missing),
A0A0F8V7B9,Found (pLDDT missing),
A0A0F8XDR0,Found (pLDDT missing),
A0A0F8VWQ3,Found (pLDDT missing),
A0A0F8XW00,Found (pLDDT missing),
A0A0F8V7C3,Found (pLDDT missing),
A0A0F8V759,Found (pLDDT missing),
A0A0F8VWR0,Found (pLDDT missing),
A0A0F8V7C7,Found (pLDDT missing),
A0A0F8V764,Found (pLDDT missing),
A0A0F8XDR8,Found (pLDDT missing),
A0A0F8VWR3,Found (pLDDT missing),
A0A0F8XW16,Found (pLDDT missing),
A0A0F8XDS2,Found (pLDDT missing),
A0A0F8VWR5,Found (pLDDT missing),
A0A0F8XDS6,Found (pLDDT missing),
A0A0F8VWR8,Found (pLDDT missing),
A0A0F8XW30,Found (pLDDT missing),
A0A0F8XDT2,Found (pLDDT missing),
A0A0F8VWS3,Found (pLDDT missing),
A0A0F8XW34,Found (pLDDT missing),
A0A0F8XW40,Found (pLDDT missing),
A0A0F8V7E9,Found (pLDDT missing),
A0A0F8V795,Found (pLDDT missing),
A0A0F8XDU1,Found (pLDDT missing),
A0A0F8VWS9,Found (pLDDT missing),
A0A0F8XW43,Found (pLDDT missing),
A0A0F8V7F3,Found (pLDDT missing),
A0A0F8V798,Found (pLDDT missing),
A0A0F8XDU5,Found (pLDDT missing),
A0A0F8VWT2,Found (pLDDT missing),
A0A0F8XW48,Found (pLDDT missing),
A0A0F8V7F7,Found (pLDDT missing),
A0A0F8V7A0,Found (pLDDT missing),
A0A0F8XDV0,Found (pLDDT missing),
A0A0F8V7G1,Found (pLDDT missing),
A0A0F8V7A4,Found (pLDDT missing),
A0A0F8XDV5,Found (pLDDT missing),
A0A0F8VWU1,Found (pLDDT missing),
A0A0F8XW59,Found (pLDDT missing),
A0A0F8V7G6,Found (pLDDT missing),
A0A0F8V7A8,Found (pLDDT missing),
A0A0F8XDW0,Found (pLDDT missing),
A0A0F8VWU5,Found (pLDDT missing),
A0A0F8XW63,Found (pLDDT missing),
A0A0F8V7G9,Found (pLDDT missing),
A0A0F8V7B2,Found (pLDDT missing),
A0A0F8XDW7,Found (pLDDT missing),
A0A0F8VWV2,Found (pLDDT missing),
A0A0F8XW66,Found (pLDDT missing),
A0A0F8V7H3,Found (pLDDT missing),
A0A0F8V7B4,Found (pLDDT missing),
A0A0F8XW72,Found (pLDDT missing),
A0A0F8V7H8,Found (pLDDT missing),
A0A0F8V7B7,Found (pLDDT missing),
A0A0F8XDX7,Found (pLDDT missing),
A0A0F8VWW6,Found (pLDDT missing),
A0A0F8V7C4,Found (pLDDT missing),
A0A0F8XDY6,Found (pLDDT missing),
A0A0F8VWX0,Found (pLDDT missing),
A0A0F8XW82,Found (pLDDT missing),
A0A0F8V7J0,Found (pLDDT missing),
A0A0F8V7C8,Found (pLDDT missing),
A0A0F8VWX6,Found (pLDDT missing),
A0A0F8XW86,Found (pLDDT missing),
A0A0F8XDZ5,Found (pLDDT missing),
A0A0F8VWX9,Found (pLDDT missing),
A0A0F8XW90,Found (pLDDT missing),
A0A0F8V7J9,Found (pLDDT missing),
A0A0F8V7D6,Found (pLDDT missing),
A0A0F8VWY4,Found (pLDDT missing),
A0A0F8XW95,Found (pLDDT missing),
A0A0F8V7K3,Found (pLDDT missing),
A0A0F8V7E2,Found (pLDDT missing),
A0A0F8XE06,Found (pLDDT missing),
A0A0F8VWY8,Found (pLDDT missing),
A0A0F8V7K7,Found (pLDDT missing),
A0A0F8XE09,Found (pLDDT missing),
A0A0F8V7F1,Found (pLDDT missing),
A0A0F8XE14,Found (pLDDT missing),
A0A0F8VWZ4,Found (pLDDT missing),
A0A0F8XE18,Found (pLDDT missing),
A0A0F8V7M0,Found (pLDDT missing),
A0A0F8XE21,Found (pLDDT missing),
A0A0F8VX00,Found (pLDDT missing),
A0A0F8XWB7,Found (pLDDT missing),
A0A0F8V7M4,Found (pLDDT missing),
A0A0F8V7G7,Found (pLDDT missing),
A0A0F8XE27,Found (pLDDT missing),
A0A0F8VX04,Found (pLDDT missing),
A0A0F8V7M8,Found (pLDDT missing),
A0A0F8V7H2,Found (pLDDT missing),
A0A0F8XE30,Found (pLDDT missing),
A0A0F8XE34,Found (pLDDT missing),
A0A0F8VX10,Found (pLDDT missing),
A0A0F8XWD1,Found (pLDDT missing),
A0A0F8V7N8,Found (pLDDT missing),
A0A0F8VX14,Found (pLDDT missing),
A0A0F8XWD6,Found (pLDDT missing),
A0A0F8V7P1,Found (pLDDT missing),
A0A0F8XE43,Found (pLDDT missing),
A0A0F8VX21,Found (pLDDT missing),
A0A0F8XWE0,Found (pLDDT missing),
A0A0F8XE48,Found (pLDDT missing),
A0A0F8VX27,Found (pLDDT missing),
A0A0F8XWE5,Found (pLDDT missing),
A0A0F8V7P8,Found (pLDDT missing),
A0A0F8V7J6,Found (pLDDT missing),
A0A0F8XE52,Found (pLDDT missing),
A0A0F8VX32,Found (pLDDT missing),
A0A0F8XWE9,Found (pLDDT missing),
A0A0F8V7Q3,Found (pLDDT missing),
A0A0F8V7K1,Found (pLDDT missing),
A0A0F8XE57,Found (pLDDT missing),
A0A0F8XWF4,Found (pLDDT missing),
A0A0F8V7Q6,Found (pLDDT missing),
A0A0F8V7K6,Found (pLDDT missing),
A0A0F8VX43,Found (pLDDT missing),
A0A0F8XWG1,Found (pLDDT missing),
A0A0F8V7R1,Found (pLDDT missing),
A0A0F8V7L0,Found (pLDDT missing),
A0A0F8VX49,Found (pLDDT missing),
A0A0F8XWG7,Found (pLDDT missing),
A0A0F8V7L4,Found (pLDDT missing),
A0A0F8XE73,Found (pLDDT missing),
A0A0F8VX55,Found (pLDDT missing),
A0A0F8XWH1,Found (pLDDT missing),
A0A0F8V7S0,Found (pLDDT missing),
A0A0F8V7L9,Found (pLDDT missing),
A0A0F8XE78,Found (pLDDT missing),
A0A0F8VX60,Found (pLDDT missing),
A0A0F8XWH6,Found (pLDDT missing),
A0A0F8V7S5,Found (pLDDT missing),
A0A0F8V7M3,Found (pLDDT missing),
A0A0F8VX66,Found (pLDDT missing),
A0A0F8XWH9,Found (pLDDT missing),
A0A0F8V7S9,Found (pLDDT missing),
A0A0F8V7M6,Found (pLDDT missing),
A0A0F8XE88,Found (pLDDT missing),
A0A0F8VX71,Found (pLDDT missing),
A0A0F8XWI3,Found (pLDDT missing),
A0A0F8V7T4,Found (pLDDT missing),
A0A0F8V7M9,Found (pLDDT missing),
A0A0F8XE93,Found (pLDDT missing),
A0A0F8VX75,Found (pLDDT missing),
A0A0F8XWI6,Found (pLDDT missing),
A0A0F8V7T9,Found (pLDDT missing),
A0A0F8V7N4,Found (pLDDT missing),
A0A0F8XE98,Found (pLDDT missing),
A0A0F8VX80,Found (pLDDT missing),
A0A0F8XWJ0,Found (pLDDT missing),
A0A0F8V7U3,Found (pLDDT missing),
A0A0F8V7N6,Found (pLDDT missing),
A0A0F8XEA6,Found (pLDDT missing),
A0A0F8VX87,Found (pLDDT missing),
A0A0F8XWJ5,Found (pLDDT missing),
A0A0F8V7U8,Found (pLDDT missing),
A0A0F8V7N9,Found (pLDDT missing),
A0A0F8VX92,Found (pLDDT missing),
A0A0F8V7V3,Found (pLDDT missing),
A0A0F8VX98,Found (pLDDT missing),
A0A0F8XWK2,Found (pLDDT missing),
A0A0F8V7V8,Found (pLDDT missing),
A0A0F8XWK9,Found (pLDDT missing),
A0A0F8V7W2,Found (pLDDT missing),
A0A0F8V7Q0,Found (pLDDT missing),
A0A0F8XEC5,Found (pLDDT missing),
A0A0F8VXB0,Found (pLDDT missing),
A0A0F8XWL2,Found (pLDDT missing),
A0A0F8V7W8,Found (pLDDT missing),
A0A0F8V7Q4,Found (pLDDT missing),
A0A0F8VXB5,Found (pLDDT missing),
A0A0F8XWL8,Found (pLDDT missing),
A0A0F8V7X2,Found (pLDDT missing),
A0A0F8V7Q8,Found (pLDDT missing),
A0A0F8V7X7,Found (pLDDT missing),
A0A0F8V7R3,Found (pLDDT missing),
A0A0F8XED9,Found (pLDDT missing),
A0A0F8VXC7,Found (pLDDT missing),
A0A0F8XWN0,Found (pLDDT missing),
A0A0F8V7Y2,Found (pLDDT missing),
A0A0F8V7R8,Found (pLDDT missing),
A0A0F8XEE4,Found (pLDDT missing),
A0A0F8VXD2,Found (pLDDT missing),
A0A0F8XWN5,Found (pLDDT missing),
A0A0F8V7Y7,Found (pLDDT missing),
A0A0F8V7S3,Found (pLDDT missing),
A0A0F8XEF1,Found (pLDDT missing),
A0A0F8VXD7,Found (pLDDT missing),
A0A0F8XWP1,Found (pLDDT missing),
A0A0F8V7Z2,Found (pLDDT missing),
A0A0F8V7S8,Found (pLDDT missing),
A0A0F8XEF5,Found (pLDDT missing),
A0A0F8XWP6,Found (pLDDT missing),
A0A0F8V7Z7,Found (pLDDT missing),
A0A0F8V7T5,Found (pLDDT missing),
A0A0F8XEG1,Found (pLDDT missing),
A0A0F8VXF0,Found (pLDDT missing),
A0A0F8XWQ3,Found (pLDDT missing),
A0A0F8V803,Found (pLDDT missing),
A0A0F8V7U0,Found (pLDDT missing),
A0A0F8XEG6,Found (pLDDT missing),
A0A0F8XEH2,Found (pLDDT missing),
A0A0F8VXG1,Found (pLDDT missing),
A0A0F8XWR2,Found (pLDDT missing),
A0A0F8V7V0,Found (pLDDT missing),
A0A0F8VXG6,Found (pLDDT missing),
A0A0F8V818,Found (pLDDT missing),
A0A0F8XEH9,Found (pLDDT missing),
A0A0F8XWS2,Found (pLDDT missing),
A0A0F8V822,Found (pLDDT missing),
A0A0F8V7W1,Found (pLDDT missing),
A0A0F8V7W5,Found (pLDDT missing),
A0A0F8XEI7,Found (pLDDT missing),
A0A0F8VXK2,Found (pLDDT missing),
A0A0F8XWT4,Found (pLDDT missing),
A0A0F8V831,Found (pLDDT missing),
A0A0F8V7X0,Found (pLDDT missing),
A0A0F8XEJ1,Found (pLDDT missing),
A0A0F8VXK8,Found (pLDDT missing),
A0A0F8XWU0,Found (pLDDT missing),
A0A0F8V834,Found (pLDDT missing),
A0A0F8V837,Found (pLDDT missing),
A0A0F8V7Y0,Found (pLDDT missing),
A0A0F8XEK0,Found (pLDDT missing),
A0A0F8VXL7,Found (pLDDT missing),
A0A0F8XWV2,Found (pLDDT missing),
A0A0F8V841,Found (pLDDT missing),
A0A0F8V7Y4,Found (pLDDT missing),
A0A0F8XEK6,Found (pLDDT missing),
A0A0F8XWV6,Found (pLDDT missing),
A0A0F8V844,Found (pLDDT missing),
A0A0F8V7Y9,Found (pLDDT missing),
A0A0F8VXM7,Found (pLDDT missing),
A0A0F8XWW1,Found (pLDDT missing),
A0A0F8V849,Found (pLDDT missing),
A0A0F8V7Z5,Found (pLDDT missing),
A0A0F8XEL6,Found (pLDDT missing),
A0A0F8V7Z9,Found (pLDDT missing),
A0A0F8XEM3,Found (pLDDT missing),
A0A0F8VXN9,Found (pLDDT missing),
A0A0F8XWX2,Found (pLDDT missing),
A0A0F8V855,Found (pLDDT missing),
A0A0F8V805,Found (pLDDT missing),
A0A0F8XEM6,Found (pLDDT missing),
A0A0F8VXP4,Found (pLDDT missing),
A0A0F8XWX8,Found (pLDDT missing),
A0A0F8XEN2,Found (pLDDT missing),
A0A0F8VXP7,Found (pLDDT missing),
A0A0F8V863,Found (pLDDT missing),
A0A0F8XEN7,Found (pLDDT missing),
A0A0F8XWY9,Found (pLDDT missing),
A0A0F8V870,Found (pLDDT missing),
A0A0F8V821,Found (pLDDT missing),
A0A0F8XEP1,Found (pLDDT missing),
A0A0F8VXR0,Found (pLDDT missing),
A0A0F8XWZ5,Found (pLDDT missing),
A0A0F8V876,Found (pLDDT missing),
A0A0F8XX01,Found (pLDDT missing),
A0A0F8V882,Found (pLDDT missing),
A0A0F8V828,Found (pLDDT missing),
A0A0F8XEP9,Found (pLDDT missing),
A0A0F8VXS0,Found (pLDDT missing),
A0A0F8XX08,Found (pLDDT missing),
A0A0F8V888,Found (pLDDT missing),
A0A0F8XEQ4,Found (pLDDT missing),
A0A0F8XEQ7,Found (pLDDT missing),
A0A0F8VXT2,Found (pLDDT missing),
A0A0F8XX18,Found (pLDDT missing),
A0A0F8XER2,Found (pLDDT missing),
A0A0F8VXT5,Found (pLDDT missing),
A0A0F8XX24,Found (pLDDT missing),
A0A0F8V8A2,Found (pLDDT missing),
A0A0F8VXU1,Found (pLDDT missing),
A0A0F8XES1,Found (pLDDT missing),
A0A0F8VXU9,Found (pLDDT missing),
A0A0F8XX34,Found (pLDDT missing),
A0A0F8V8B5,Found (pLDDT missing),
A0A0F8XX38,Found (pLDDT missing),
A0A0F8V856,Found (pLDDT missing),
A0A0F8XET0,Found (pLDDT missing),
A0A0F8VXV8,Found (pLDDT missing),
A0A0F8XX46,Found (pLDDT missing),
A0A0F8V8C4,Found (pLDDT missing),
A0A0F8V861,Found (pLDDT missing),
A0A0F8V8D0,Found (pLDDT missing),
A0A0F8V866,Found (pLDDT missing),
A0A0F8XEU0,Found (pLDDT missing),
A0A0F8XX55,Found (pLDDT missing),
A0A0F8V8D7,Found (pLDDT missing),
A0A0F8XEU5,Found (pLDDT missing),
A0A0F8VXX4,Found (pLDDT missing),
A0A0F8V877,Found (pLDDT missing),
A0A0F8VXX9,Found (pLDDT missing),
A0A0F8V8E7,Found (pLDDT missing),
A0A0F8XEV7,Found (pLDDT missing),
A0A0F8XX68,Found (pLDDT missing),
A0A0F8V8F2,Found (pLDDT missing),
A0A0F8V891,Found (pLDDT missing),
A0A0F8XEW8,Found (pLDDT missing),
A0A0F8VXZ2,Found (pLDDT missing),
A0A0F8V8G5,Found (pLDDT missing),
A0A0F8V899,Found (pLDDT missing),
A0A0F8XEX2,Found (pLDDT missing),
A0A0F8VXZ5,Found (pLDDT missing),
A0A0F8XX81,Found (pLDDT missing),
A0A0F8V8B0,Found (pLDDT missing),
A0A0F8VY00,Found (pLDDT missing),
A0A0F8XX87,Found (pLDDT missing),
A0A0F8V8H4,Found (pLDDT missing),
A0A0F8V8B4,Found (pLDDT missing),
A0A0F8XEY0,Found (pLDDT missing),
A0A0F8V8H8,Found (pLDDT missing),
A0A0F8V8B9,Found (pLDDT missing),
A0A0F8XEY4,Found (pLDDT missing),
A0A0F8VY08,Found (pLDDT missing),
A0A0F8XX98,Found (pLDDT missing),
A0A0F8V8I3,Found (pLDDT missing),
A0A0F8V8C7,Found (pLDDT missing),
A0A0F8XEZ0,Found (pLDDT missing),
A0A0F8VY13,Found (pLDDT missing),
A0A0F8V8D3,Found (pLDDT missing),
A0A0F8XEZ5,Found (pLDDT missing),
A0A0F8V8I9,Found (pLDDT missing),
A0A0F8V8D9,Found (pLDDT missing),
A0A0F8XF00,Found (pLDDT missing),
A0A0F8VY23,Found (pLDDT missing),
A0A0F8V8E4,Found (pLDDT missing),
A0A0F8XF36,Found (pLDDT missing),
A0A0F8V8J5,Found (pLDDT missing),
A0A0F8V8F1,Found (pLDDT missing),
A0A0F8XF41,Found (pLDDT missing),
A0A0F8VY35,Found (pLDDT missing),
A0A0F8V8F5,Found (pLDDT missing),
A0A0F8XF46,Found (pLDDT missing),
A0A0F8VY40,Found (pLDDT missing),
A0A0F8XXD5,Found (pLDDT missing),
A0A0F8VY46,Found (pLDDT missing),
A0A0F8V8K7,Found (pLDDT missing),
A0A0F8V8G4,Found (pLDDT missing),
A0A0F8XF57,Found (pLDDT missing),
A0A0F8VY51,Found (pLDDT missing),
A0A0F8XXE6,Found (pLDDT missing),
A0A0F8V8L2,Found (pLDDT missing),
A0A0F8V8G9,Found (pLDDT missing),
A0A0F8XF63,Found (pLDDT missing),
